sensor_id,sensor_type,location,lat,lon,timestamp,value_type,value
42.0,SDS011,19.0,0.323,32.576,2018-04-11T11:24:11.651692+00:00,P1,11.03
42.0,SDS011,19.0,0.323,32.576,2018-04-11T11:26:46.663857+00:00,humidity,80.9
42.0,SDS011,19.0,0.323,32.576,2018-04-11T11:26:46.663857+00:00,temperature,22.9
42.0,SDS011,19.0,0.323,32.576,2018-04-11T11:29:16.927280+00:00,P2,6.57
42.0,SDS011,19.0,0.323,32.576,2018-04-11T11:29:16.927280+00:00,P1,12.23
42.0,SDS011,19.0,0.323,32.576,2018-04-11T11:29:18.210382+00:00,humidity,80.7
42.0,SDS011,19.0,0.323,32.576,2018-04-11T11:29:18.210382+00:00,temperature,23.0
42.0,SDS011,19.0,0.323,32.576,2018-04-11T11:31:48.307486+00:00,humidity,80.3
42.0,SDS011,19.0,0.323,32.576,2018-04-11T11:31:48.307486+00:00,temperature,23.0
42.0,SDS011,19.0,0.323,32.576,2018-04-11T11:34:17.041148+00:00,P2,4.93
42.0,SDS011,19.0,0.323,32.576,2018-04-11T11:34:17.041148+00:00,P1,11.43
42.0,SDS011,19.0,0.323,32.576,2018-04-11T11:34:19.641368+00:00,humidity,81.4
42.0,SDS011,19.0,0.323,32.576,2018-04-11T11:34:19.641368+00:00,temperature,24.2
42.0,SDS011,19.0,0.323,32.576,2018-04-11T11:36:50.179930+00:00,P2,5.5
42.0,SDS011,19.0,0.323,32.576,2018-04-11T11:36:50.179930+00:00,P1,9.63
42.0,SDS011,19.0,0.323,32.576,2018-04-11T11:36:52.250601+00:00,humidity,80.0
42.0,SDS011,19.0,0.323,32.576,2018-04-11T11:36:52.250601+00:00,temperature,23.1
42.0,SDS011,19.0,0.323,32.576,2018-04-11T11:39:20.654421+00:00,P2,5.0
42.0,SDS011,19.0,0.323,32.576,2018-04-11T11:39:20.654421+00:00,P1,7.23
42.0,SDS011,19.0,0.323,32.576,2018-04-11T11:39:21.824238+00:00,humidity,80.4
42.0,SDS011,19.0,0.323,32.576,2018-04-11T11:39:21.824238+00:00,temperature,23.2
42.0,SDS011,19.0,0.323,32.576,2018-04-11T11:41:50.988404+00:00,P2,5.3
42.0,SDS011,19.0,0.323,32.576,2018-04-11T11:41:50.988404+00:00,P1,9.23
42.0,SDS011,19.0,0.323,32.576,2018-04-11T11:44:21.123012+00:00,P2,5.9
42.0,SDS011,19.0,0.323,32.576,2018-04-11T11:44:21.123012+00:00,P1,10.0
42.0,SDS011,19.0,0.323,32.576,2018-04-11T11:44:24.560356+00:00,humidity,79.3
42.0,SDS011,19.0,0.323,32.576,2018-04-11T11:44:24.560356+00:00,temperature,23.3
42.0,SDS011,19.0,0.323,32.576,2018-04-11T11:46:53.889368+00:00,P2,6.53
42.0,SDS011,19.0,0.323,32.576,2018-04-11T11:46:53.889368+00:00,P1,9.97
42.0,SDS011,19.0,0.323,32.576,2018-04-11T11:46:55.651347+00:00,humidity,79.1
42.0,SDS011,19.0,0.323,32.576,2018-04-11T11:46:55.651347+00:00,temperature,23.3
42.0,SDS011,19.0,0.323,32.576,2018-04-11T11:51:56.044582+00:00,P2,5.07
42.0,SDS011,19.0,0.323,32.576,2018-04-11T11:51:56.044582+00:00,P1,8.1
42.0,SDS011,19.0,0.323,32.576,2018-04-11T11:51:57.427430+00:00,humidity,78.7
42.0,SDS011,19.0,0.323,32.576,2018-04-11T11:51:57.427430+00:00,temperature,23.4
42.0,SDS011,19.0,0.323,32.576,2018-04-11T12:07:02.852034+00:00,P2,6.13
42.0,SDS011,19.0,0.323,32.576,2018-04-11T12:07:02.852034+00:00,P1,8.9
42.0,SDS011,19.0,0.323,32.576,2018-04-11T12:07:04.430674+00:00,humidity,77.9
42.0,SDS011,19.0,0.323,32.576,2018-04-11T12:07:04.430674+00:00,temperature,23.8
42.0,SDS011,19.0,0.323,32.576,2018-04-11T12:12:04.838626+00:00,P2,7.23
42.0,SDS011,19.0,0.323,32.576,2018-04-11T12:12:04.838626+00:00,P1,9.87
42.0,SDS011,19.0,0.323,32.576,2018-04-11T12:12:08.636862+00:00,humidity,77.4
42.0,SDS011,19.0,0.323,32.576,2018-04-11T12:12:08.636862+00:00,temperature,24.0
42.0,SDS011,19.0,0.323,32.576,2018-04-11T12:14:44.001391+00:00,humidity,77.3
42.0,SDS011,19.0,0.323,32.576,2018-04-11T12:14:44.001391+00:00,temperature,24.0
42.0,SDS011,19.0,0.323,32.576,2018-04-11T12:24:43.608804+00:00,P2,6.4
42.0,SDS011,19.0,0.323,32.576,2018-04-11T12:24:43.608804+00:00,P1,11.97
42.0,SDS011,19.0,0.323,32.576,2018-04-11T12:27:16.825057+00:00,P2,3.13
42.0,SDS011,19.0,0.323,32.576,2018-04-11T12:27:16.825057+00:00,P1,5.57
42.0,SDS011,19.0,0.323,32.576,2018-04-11T12:39:41.167944+00:00,P2,2.67
42.0,SDS011,19.0,0.323,32.576,2018-04-11T12:39:41.167944+00:00,P1,4.33
42.0,SDS011,19.0,0.323,32.576,2018-04-11T12:44:39.498774+00:00,P2,4.57
42.0,SDS011,19.0,0.323,32.576,2018-04-11T12:44:39.498774+00:00,P1,9.63
42.0,SDS011,19.0,0.323,32.576,2018-04-11T12:44:41.627507+00:00,humidity,74.6
42.0,SDS011,19.0,0.323,32.576,2018-04-11T12:44:41.627507+00:00,temperature,24.5
42.0,SDS011,19.0,0.323,32.576,2018-04-11T13:07:00.733268+00:00,humidity,72.8
42.0,SDS011,19.0,0.323,32.576,2018-04-11T13:07:00.733268+00:00,temperature,25.2
42.0,SDS011,19.0,0.323,32.576,2018-04-11T13:19:24.411860+00:00,humidity,72.0
42.0,SDS011,19.0,0.323,32.576,2018-04-11T13:19:24.411860+00:00,temperature,25.4
42.0,SDS011,19.0,0.323,32.576,2018-04-11T13:29:20.525509+00:00,humidity,71.8
42.0,SDS011,19.0,0.323,32.576,2018-04-11T13:29:20.525509+00:00,temperature,25.5
42.0,SDS011,19.0,0.323,32.576,2018-04-11T13:36:54.049046+00:00,P2,7.13
42.0,SDS011,19.0,0.323,32.576,2018-04-11T13:36:54.049046+00:00,P1,13.77
42.0,SDS011,19.0,0.323,32.576,2018-04-11T13:37:00.821835+00:00,humidity,71.3
42.0,SDS011,19.0,0.323,32.576,2018-04-11T13:37:00.821835+00:00,temperature,25.5
42.0,SDS011,19.0,0.323,32.576,2018-04-11T14:16:43.201915+00:00,humidity,70.1
42.0,SDS011,19.0,0.323,32.576,2018-04-11T14:16:43.201915+00:00,temperature,25.7
42.0,SDS011,19.0,0.323,32.576,2018-04-11T15:20:59.572523+00:00,P2,6.07
42.0,SDS011,19.0,0.323,32.576,2018-04-11T15:20:59.572523+00:00,P1,12.83
42.0,SDS011,19.0,0.323,32.576,2018-04-12T06:34:54.187918+00:00,humidity,80.4
42.0,SDS011,19.0,0.323,32.576,2018-04-12T06:34:54.187918+00:00,temperature,22.4
42.0,SDS011,19.0,0.323,32.576,2018-04-12T07:34:08.695503+00:00,P2,1.6
42.0,SDS011,19.0,0.323,32.576,2018-04-12T07:34:08.695503+00:00,P1,1.87
42.0,SDS011,19.0,0.323,32.576,2018-04-12T09:47:51.718186+00:00,P2,1.4
42.0,SDS011,19.0,0.323,32.576,2018-04-12T09:47:51.718186+00:00,P1,1.7
42.0,SDS011,19.0,0.323,32.576,2018-04-12T09:47:53.598542+00:00,humidity,64.4
42.0,SDS011,19.0,0.323,32.576,2018-04-12T09:47:53.598542+00:00,temperature,26.2
42.0,SDS011,19.0,0.323,32.576,2018-04-12T09:57:52.618661+00:00,P2,2.53
42.0,SDS011,19.0,0.323,32.576,2018-04-12T09:57:52.618661+00:00,P1,6.67
42.0,SDS011,19.0,0.323,32.576,2018-04-12T10:07:52.413207+00:00,humidity,61.6
42.0,SDS011,19.0,0.323,32.576,2018-04-12T10:07:52.413207+00:00,temperature,26.6
42.0,SDS011,19.0,0.323,32.576,2018-04-12T12:07:00.102891+00:00,P2,1.2
42.0,SDS011,19.0,0.323,32.576,2018-04-12T12:07:00.102891+00:00,P1,1.83
42.0,SDS011,19.0,0.323,32.576,2018-04-12T14:25:28.889580+00:00,humidity,59.2
42.0,SDS011,19.0,0.323,32.576,2018-04-12T14:25:28.889580+00:00,temperature,24.6
42.0,SDS011,19.0,0.323,32.576,2018-04-12T14:27:57.716471+00:00,P2,3.1
42.0,SDS011,19.0,0.323,32.576,2018-04-12T14:27:57.716471+00:00,P1,5.43
42.0,SDS011,19.0,0.323,32.576,2018-04-12T14:40:23.335907+00:00,humidity,59.8
42.0,SDS011,19.0,0.323,32.576,2018-04-12T14:40:23.335907+00:00,temperature,25.5
42.0,SDS011,19.0,0.323,32.576,2018-04-13T06:41:15.838004+00:00,P2,12.32
42.0,SDS011,19.0,0.323,32.576,2018-04-13T06:41:15.838004+00:00,P1,30.9
42.0,SDS011,19.0,0.323,32.576,2018-04-13T07:15:51.619552+00:00,humidity,69.3
42.0,SDS011,19.0,0.323,32.576,2018-04-13T07:15:51.619552+00:00,temperature,26.1
42.0,SDS011,19.0,0.323,32.576,2018-04-13T07:52:55.044106+00:00,P2,3.37
42.0,SDS011,19.0,0.323,32.576,2018-04-13T07:52:55.044106+00:00,P1,8.1
42.0,SDS011,19.0,0.323,32.576,2018-04-13T08:16:32.987459+00:00,P2,3.4
42.0,SDS011,19.0,0.323,32.576,2018-04-13T08:16:32.987459+00:00,P1,5.67
42.0,SDS011,19.0,0.323,32.576,2018-04-13T08:19:04.957484+00:00,P2,3.65
42.0,SDS011,19.0,0.323,32.576,2018-04-13T08:19:04.957484+00:00,P1,7.62
42.0,SDS011,19.0,0.323,32.576,2018-04-13T08:21:37.948503+00:00,P2,3.4
42.0,SDS011,19.0,0.323,32.576,2018-04-13T08:21:37.948503+00:00,P1,6.45
42.0,SDS011,19.0,0.323,32.576,2018-04-13T08:44:03.231820+00:00,P2,5.07
42.0,SDS011,19.0,0.323,32.576,2018-04-13T08:44:03.231820+00:00,P1,11.23
42.0,SDS011,19.0,0.323,32.576,2018-04-13T08:46:34.190431+00:00,P2,4.6
42.0,SDS011,19.0,0.323,32.576,2018-04-13T08:46:34.190431+00:00,P1,12.2
42.0,SDS011,19.0,0.323,32.576,2018-04-13T08:46:36.497487+00:00,humidity,70.4
42.0,SDS011,19.0,0.323,32.576,2018-04-13T08:46:36.497487+00:00,temperature,25.0
42.0,SDS011,19.0,0.323,32.576,2018-04-13T08:49:08.659477+00:00,P2,6.37
42.0,SDS011,19.0,0.323,32.576,2018-04-13T08:49:08.659477+00:00,P1,11.43
42.0,SDS011,19.0,0.323,32.576,2018-04-13T08:49:10.062928+00:00,humidity,70.5
42.0,SDS011,19.0,0.323,32.576,2018-04-13T08:49:10.062928+00:00,temperature,24.8
42.0,SDS011,19.0,0.323,32.576,2018-04-13T08:51:39.972656+00:00,P2,4.93
42.0,SDS011,19.0,0.323,32.576,2018-04-13T08:51:39.972656+00:00,P1,9.95
42.0,SDS011,19.0,0.323,32.576,2018-04-13T08:51:41.639484+00:00,humidity,70.8
42.0,SDS011,19.0,0.323,32.576,2018-04-13T08:51:41.639484+00:00,temperature,24.7
42.0,SDS011,19.0,0.323,32.576,2018-04-13T08:54:09.970939+00:00,P2,6.32
42.0,SDS011,19.0,0.323,32.576,2018-04-13T08:54:09.970939+00:00,P1,17.9
42.0,SDS011,19.0,0.323,32.576,2018-04-13T08:54:11.347310+00:00,humidity,70.8
42.0,SDS011,19.0,0.323,32.576,2018-04-13T08:54:11.347310+00:00,temperature,24.7
42.0,SDS011,19.0,0.323,32.576,2018-04-13T08:56:40.070423+00:00,P2,6.73
42.0,SDS011,19.0,0.323,32.576,2018-04-13T08:56:40.070423+00:00,P1,18.03
42.0,SDS011,19.0,0.323,32.576,2018-04-13T08:56:41.863111+00:00,humidity,71.8
42.0,SDS011,19.0,0.323,32.576,2018-04-13T08:56:41.863111+00:00,temperature,24.6
42.0,SDS011,19.0,0.323,32.576,2018-04-13T08:59:15.238865+00:00,P2,6.82
42.0,SDS011,19.0,0.323,32.576,2018-04-13T08:59:15.238865+00:00,P1,15.25
42.0,SDS011,19.0,0.323,32.576,2018-04-13T08:59:17.053395+00:00,humidity,73.9
42.0,SDS011,19.0,0.323,32.576,2018-04-13T08:59:17.053395+00:00,temperature,24.3
42.0,SDS011,19.0,0.323,32.576,2018-04-13T09:01:52.548031+00:00,P2,8.05
42.0,SDS011,19.0,0.323,32.576,2018-04-13T09:01:52.548031+00:00,P1,19.0
42.0,SDS011,19.0,0.323,32.576,2018-04-13T09:04:30.691554+00:00,humidity,78.4
42.0,SDS011,19.0,0.323,32.576,2018-04-13T09:04:30.691554+00:00,temperature,23.5
42.0,SDS011,19.0,0.323,32.576,2018-04-13T09:06:59.867210+00:00,P2,8.0
42.0,SDS011,19.0,0.323,32.576,2018-04-13T09:06:59.867210+00:00,P1,16.07
42.0,SDS011,19.0,0.323,32.576,2018-04-13T09:14:31.276999+00:00,P2,6.57
42.0,SDS011,19.0,0.323,32.576,2018-04-13T09:14:31.276999+00:00,P1,18.87
42.0,SDS011,19.0,0.323,32.576,2018-04-13T09:14:32.746558+00:00,humidity,82.1
42.0,SDS011,19.0,0.323,32.576,2018-04-13T09:14:32.746558+00:00,temperature,23.2
42.0,SDS011,19.0,0.323,32.576,2018-04-13T09:17:01.387551+00:00,P2,8.17
42.0,SDS011,19.0,0.323,32.576,2018-04-13T09:17:01.387551+00:00,P1,19.13
42.0,SDS011,19.0,0.323,32.576,2018-04-13T09:21:59.574065+00:00,P2,8.2
42.0,SDS011,19.0,0.323,32.576,2018-04-13T09:21:59.574065+00:00,P1,12.73
42.0,SDS011,19.0,0.323,32.576,2018-04-13T09:22:01.091532+00:00,humidity,82.5
42.0,SDS011,19.0,0.323,32.576,2018-04-13T09:22:01.091532+00:00,temperature,23.3
42.0,SDS011,19.0,0.323,32.576,2018-04-13T12:25:47.396649+00:00,humidity,62.6
42.0,SDS011,19.0,0.323,32.576,2018-04-13T12:25:47.396649+00:00,temperature,26.1
42.0,SDS011,19.0,0.323,32.576,2018-04-13T13:52:27.472474+00:00,P2,2.1
42.0,SDS011,19.0,0.323,32.576,2018-04-13T13:52:27.472474+00:00,P1,3.23
42.0,SDS011,19.0,0.323,32.576,2018-04-13T13:54:58.635833+00:00,humidity,63.4
42.0,SDS011,19.0,0.323,32.576,2018-04-13T13:54:58.635833+00:00,temperature,25.8
42.0,SDS011,19.0,0.323,32.576,2018-04-13T14:17:23.496377+00:00,P2,3.92
42.0,SDS011,19.0,0.323,32.576,2018-04-13T14:17:23.496377+00:00,P1,10.77
42.0,SDS011,19.0,0.323,32.576,2018-04-13T14:32:19.273659+00:00,P2,2.63
42.0,SDS011,19.0,0.323,32.576,2018-04-13T14:32:19.273659+00:00,P1,5.43
42.0,SDS011,19.0,0.323,32.576,2018-04-18T04:51:45.272931+00:00,humidity,86.1
42.0,SDS011,19.0,0.323,32.576,2018-04-18T04:51:45.272931+00:00,temperature,21.8
42.0,SDS011,19.0,0.323,32.576,2018-04-18T08:22:02.302259+00:00,P2,2.77
42.0,SDS011,19.0,0.323,32.576,2018-04-18T08:22:02.302259+00:00,P1,3.87
42.0,SDS011,19.0,0.323,32.576,2018-04-18T08:24:54.737464+00:00,P2,3.3
42.0,SDS011,19.0,0.323,32.576,2018-04-18T08:24:54.737464+00:00,P1,10.87
42.0,SDS011,19.0,0.323,32.576,2018-04-18T08:24:56.329770+00:00,humidity,65.5
42.0,SDS011,19.0,0.323,32.576,2018-04-18T08:24:56.329770+00:00,temperature,26.6
42.0,SDS011,19.0,0.323,32.576,2018-04-18T08:42:14.979637+00:00,P2,3.2
42.0,SDS011,19.0,0.323,32.576,2018-04-18T08:42:14.979637+00:00,P1,5.8
42.0,SDS011,19.0,0.323,32.576,2018-04-18T08:52:10.076835+00:00,humidity,66.5
42.0,SDS011,19.0,0.323,32.576,2018-04-18T08:52:10.076835+00:00,temperature,26.2
42.0,SDS011,19.0,0.323,32.576,2018-04-18T09:04:32.009192+00:00,P2,4.0
42.0,SDS011,19.0,0.323,32.576,2018-04-18T09:04:32.009192+00:00,P1,6.73
42.0,SDS011,19.0,0.323,32.576,2018-04-18T09:24:26.395196+00:00,P2,4.63
42.0,SDS011,19.0,0.323,32.576,2018-04-18T09:24:26.395196+00:00,P1,6.0
42.0,SDS011,19.0,0.323,32.576,2018-04-18T09:39:21.487078+00:00,P2,3.53
42.0,SDS011,19.0,0.323,32.576,2018-04-18T09:39:21.487078+00:00,P1,10.3
42.0,SDS011,19.0,0.323,32.576,2018-04-18T10:04:06.734365+00:00,P2,4.0
42.0,SDS011,19.0,0.323,32.576,2018-04-18T10:04:06.734365+00:00,P1,7.1
42.0,SDS011,19.0,0.323,32.576,2018-04-18T10:04:08.458548+00:00,humidity,68.2
42.0,SDS011,19.0,0.323,32.576,2018-04-18T10:04:08.458548+00:00,temperature,25.9
42.0,SDS011,19.0,0.323,32.576,2018-04-18T10:16:33.988820+00:00,P2,3.07
42.0,SDS011,19.0,0.323,32.576,2018-04-18T10:16:33.988820+00:00,P1,7.67
42.0,SDS011,19.0,0.323,32.576,2018-04-18T10:16:35.563939+00:00,humidity,67.8
42.0,SDS011,19.0,0.323,32.576,2018-04-18T10:16:35.563939+00:00,temperature,25.8
42.0,SDS011,19.0,0.323,32.576,2018-04-18T10:56:18.449680+00:00,humidity,65.6
42.0,SDS011,19.0,0.323,32.576,2018-04-18T10:56:18.449680+00:00,temperature,26.2
42.0,SDS011,19.0,0.323,32.576,2018-04-18T10:58:47.105669+00:00,humidity,65.9
42.0,SDS011,19.0,0.323,32.576,2018-04-18T10:58:47.105669+00:00,temperature,26.2
42.0,SDS011,19.0,0.323,32.576,2018-04-18T11:01:16.881858+00:00,P2,154.2
42.0,SDS011,19.0,0.323,32.576,2018-04-18T11:01:16.881858+00:00,P1,295.33
42.0,SDS011,19.0,0.323,32.576,2018-04-18T11:01:22.272144+00:00,humidity,66.0
42.0,SDS011,19.0,0.323,32.576,2018-04-18T11:01:22.272144+00:00,temperature,26.2
42.0,SDS011,19.0,0.323,32.576,2018-04-18T11:13:45.968869+00:00,humidity,67.3
42.0,SDS011,19.0,0.323,32.576,2018-04-18T11:13:45.968869+00:00,temperature,25.9
42.0,SDS011,19.0,0.323,32.576,2018-04-18T11:51:01.276366+00:00,humidity,73.3
42.0,SDS011,19.0,0.323,32.576,2018-04-18T11:51:01.276366+00:00,temperature,24.9
42.0,SDS011,19.0,0.323,32.576,2018-04-18T11:55:58.864391+00:00,P2,6.4
42.0,SDS011,19.0,0.323,32.576,2018-04-18T11:55:58.864391+00:00,P1,19.53
42.0,SDS011,19.0,0.323,32.576,2018-04-18T11:58:31.194678+00:00,P2,5.83
42.0,SDS011,19.0,0.323,32.576,2018-04-18T11:58:31.194678+00:00,P1,9.5
42.0,SDS011,19.0,0.323,32.576,2018-04-18T11:58:33.007298+00:00,humidity,74.8
42.0,SDS011,19.0,0.323,32.576,2018-04-18T11:58:33.007298+00:00,temperature,24.6
42.0,SDS011,19.0,0.323,32.576,2018-04-18T12:01:03.378283+00:00,P2,5.6
42.0,SDS011,19.0,0.323,32.576,2018-04-18T12:01:03.378283+00:00,P1,9.93
42.0,SDS011,19.0,0.323,32.576,2018-04-18T12:01:04.611867+00:00,humidity,75.3
42.0,SDS011,19.0,0.323,32.576,2018-04-18T12:01:04.611867+00:00,temperature,24.6
42.0,SDS011,19.0,0.323,32.576,2018-04-18T12:08:33.513197+00:00,humidity,75.3
42.0,SDS011,19.0,0.323,32.576,2018-04-18T12:08:33.513197+00:00,temperature,24.7
42.0,SDS011,19.0,0.323,32.576,2018-04-18T12:11:04.455610+00:00,humidity,75.2
42.0,SDS011,19.0,0.323,32.576,2018-04-18T12:11:04.455610+00:00,temperature,24.7
42.0,SDS011,19.0,0.323,32.576,2018-04-18T12:16:01.286083+00:00,P2,5.57
42.0,SDS011,19.0,0.323,32.576,2018-04-18T12:16:01.286083+00:00,P1,10.83
42.0,SDS011,19.0,0.323,32.576,2018-04-18T12:16:02.606449+00:00,humidity,75.2
42.0,SDS011,19.0,0.323,32.576,2018-04-18T12:16:02.606449+00:00,temperature,24.6
42.0,SDS011,19.0,0.323,32.576,2018-04-18T12:33:22.369669+00:00,P2,4.63
42.0,SDS011,19.0,0.323,32.576,2018-04-18T12:33:22.369669+00:00,P1,8.0
42.0,SDS011,19.0,0.323,32.576,2018-04-18T12:38:20.380809+00:00,P2,5.5
42.0,SDS011,19.0,0.323,32.576,2018-04-18T12:38:20.380809+00:00,P1,10.57
42.0,SDS011,19.0,0.323,32.576,2018-04-18T12:40:51.315130+00:00,humidity,77.5
42.0,SDS011,19.0,0.323,32.576,2018-04-18T12:40:51.315130+00:00,temperature,24.4
42.0,SDS011,19.0,0.323,32.576,2018-04-18T12:53:19.783856+00:00,humidity,76.0
42.0,SDS011,19.0,0.323,32.576,2018-04-18T12:53:19.783856+00:00,temperature,24.5
42.0,SDS011,19.0,0.323,32.576,2018-04-19T05:34:52.064563+00:00,P2,16.37
42.0,SDS011,19.0,0.323,32.576,2018-04-19T05:34:52.064563+00:00,P1,30.5
42.0,SDS011,19.0,0.323,32.576,2018-04-19T07:13:43.743329+00:00,P2,4.5
42.0,SDS011,19.0,0.323,32.576,2018-04-19T07:13:43.743329+00:00,P1,7.8
42.0,SDS011,19.0,0.323,32.576,2018-04-19T07:13:44.895326+00:00,humidity,74.4
42.0,SDS011,19.0,0.323,32.576,2018-04-19T07:13:44.895326+00:00,temperature,25.2
42.0,SDS011,19.0,0.323,32.576,2018-04-19T07:40:55.220017+00:00,P2,3.93
42.0,SDS011,19.0,0.323,32.576,2018-04-19T07:40:55.220017+00:00,P1,6.3
42.0,SDS011,19.0,0.323,32.576,2018-04-19T07:53:20.804649+00:00,P2,3.87
42.0,SDS011,19.0,0.323,32.576,2018-04-19T07:53:20.804649+00:00,P1,6.0
42.0,SDS011,19.0,0.323,32.576,2018-04-19T07:55:52.902540+00:00,humidity,69.7
42.0,SDS011,19.0,0.323,32.576,2018-04-19T07:55:52.902540+00:00,temperature,25.6
42.0,SDS011,19.0,0.323,32.576,2018-04-19T07:58:22.125812+00:00,P2,3.9
42.0,SDS011,19.0,0.323,32.576,2018-04-19T07:58:22.125812+00:00,P1,7.07
42.0,SDS011,19.0,0.323,32.576,2018-04-19T07:58:23.788157+00:00,humidity,70.1
42.0,SDS011,19.0,0.323,32.576,2018-04-19T07:58:23.788157+00:00,temperature,25.6
42.0,SDS011,19.0,0.323,32.576,2018-04-19T08:00:52.959986+00:00,P2,3.9
42.0,SDS011,19.0,0.323,32.576,2018-04-19T08:00:52.959986+00:00,P1,6.83
42.0,SDS011,19.0,0.323,32.576,2018-04-19T08:08:21.414965+00:00,P2,3.37
42.0,SDS011,19.0,0.323,32.576,2018-04-19T08:08:21.414965+00:00,P1,8.73
42.0,SDS011,19.0,0.323,32.576,2018-04-19T08:33:08.162988+00:00,humidity,65.6
42.0,SDS011,19.0,0.323,32.576,2018-04-19T08:33:08.162988+00:00,temperature,26.3
42.0,SDS011,19.0,0.323,32.576,2018-04-19T08:35:36.860558+00:00,P2,3.2
42.0,SDS011,19.0,0.323,32.576,2018-04-19T08:35:36.860558+00:00,P1,5.53
42.0,SDS011,19.0,0.323,32.576,2018-04-19T08:43:03.949947+00:00,humidity,65.0
42.0,SDS011,19.0,0.323,32.576,2018-04-19T08:43:03.949947+00:00,temperature,26.5
42.0,SDS011,19.0,0.323,32.576,2018-04-19T09:47:23.637702+00:00,humidity,64.3
42.0,SDS011,19.0,0.323,32.576,2018-04-19T09:47:23.637702+00:00,temperature,25.4
42.0,SDS011,19.0,0.323,32.576,2018-04-19T09:59:53.604218+00:00,P2,4.7
42.0,SDS011,19.0,0.323,32.576,2018-04-19T09:59:53.604218+00:00,P1,10.77
42.0,SDS011,19.0,0.323,32.576,2018-04-19T10:00:01.768818+00:00,humidity,65.4
42.0,SDS011,19.0,0.323,32.576,2018-04-19T10:00:01.768818+00:00,temperature,25.3
42.0,SDS011,19.0,0.323,32.576,2018-04-19T10:12:33.072467+00:00,P2,4.93
42.0,SDS011,19.0,0.323,32.576,2018-04-19T10:12:33.072467+00:00,P1,12.2
42.0,SDS011,19.0,0.323,32.576,2018-04-19T10:12:34.976668+00:00,humidity,64.4
42.0,SDS011,19.0,0.323,32.576,2018-04-19T10:12:34.976668+00:00,temperature,25.4
42.0,SDS011,19.0,0.323,32.576,2018-04-19T10:17:31.064670+00:00,P2,4.83
42.0,SDS011,19.0,0.323,32.576,2018-04-19T10:17:31.064670+00:00,P1,11.0
42.0,SDS011,19.0,0.323,32.576,2018-04-19T10:34:50.677730+00:00,P2,4.07
42.0,SDS011,19.0,0.323,32.576,2018-04-19T10:34:50.677730+00:00,P1,9.1
42.0,SDS011,19.0,0.323,32.576,2018-04-19T10:37:32.438883+00:00,humidity,63.3
42.0,SDS011,19.0,0.323,32.576,2018-04-19T10:37:32.438883+00:00,temperature,25.5
42.0,SDS011,19.0,0.323,32.576,2018-04-19T10:42:31.589544+00:00,P2,3.47
42.0,SDS011,19.0,0.323,32.576,2018-04-19T10:42:31.589544+00:00,P1,6.55
42.0,SDS011,19.0,0.323,32.576,2018-04-19T10:57:23.918217+00:00,P2,4.1
42.0,SDS011,19.0,0.323,32.576,2018-04-19T10:57:23.918217+00:00,P1,7.8
42.0,SDS011,19.0,0.323,32.576,2018-04-19T10:59:59.391845+00:00,P2,3.83
42.0,SDS011,19.0,0.323,32.576,2018-04-19T10:59:59.391845+00:00,P1,10.57
42.0,SDS011,19.0,0.323,32.576,2018-04-19T11:07:26.588699+00:00,P2,4.85
42.0,SDS011,19.0,0.323,32.576,2018-04-19T11:07:26.588699+00:00,P1,11.2
42.0,SDS011,19.0,0.323,32.576,2018-04-19T11:07:28.113874+00:00,humidity,68.0
42.0,SDS011,19.0,0.323,32.576,2018-04-19T11:07:28.113874+00:00,temperature,25.0
42.0,SDS011,19.0,0.323,32.576,2018-04-19T11:10:09.652449+00:00,humidity,68.5
42.0,SDS011,19.0,0.323,32.576,2018-04-19T11:10:09.652449+00:00,temperature,25.2
42.0,SDS011,19.0,0.323,32.576,2018-04-19T11:15:06.879537+00:00,humidity,68.3
42.0,SDS011,19.0,0.323,32.576,2018-04-19T11:15:06.879537+00:00,temperature,25.1
42.0,SDS011,19.0,0.323,32.576,2018-04-19T11:22:31.640327+00:00,humidity,68.7
42.0,SDS011,19.0,0.323,32.576,2018-04-19T11:22:31.640327+00:00,temperature,25.2
42.0,SDS011,19.0,0.323,32.576,2018-04-19T12:24:28.168530+00:00,P2,4.2
42.0,SDS011,19.0,0.323,32.576,2018-04-19T12:24:28.168530+00:00,P1,12.43
42.0,SDS011,19.0,0.323,32.576,2018-04-19T12:26:59.312911+00:00,humidity,66.4
42.0,SDS011,19.0,0.323,32.576,2018-04-19T12:26:59.312911+00:00,temperature,26.1
42.0,SDS011,19.0,0.323,32.576,2018-04-19T12:46:47.473770+00:00,P2,4.4
42.0,SDS011,19.0,0.323,32.576,2018-04-19T12:46:47.473770+00:00,P1,15.1
42.0,SDS011,19.0,0.323,32.576,2018-04-19T13:28:50.729741+00:00,P2,6.2
42.0,SDS011,19.0,0.323,32.576,2018-04-19T13:28:50.729741+00:00,P1,13.7
42.0,SDS011,19.0,0.323,32.576,2018-04-19T14:57:52.182967+00:00,P2,4.73
42.0,SDS011,19.0,0.323,32.576,2018-04-19T14:57:52.182967+00:00,P1,9.1
42.0,SDS011,19.0,0.323,32.576,2018-04-19T15:00:23.725028+00:00,P2,4.1
42.0,SDS011,19.0,0.323,32.576,2018-04-19T15:00:23.725028+00:00,P1,9.13
42.0,SDS011,19.0,0.323,32.576,2018-04-19T15:05:20.826942+00:00,P2,4.82
